"Mittauspiste Sijainti Päivä Suuntakoodi Ajoneuvoluokka",,,,,KLO_00-01,KLO_01-02,KLO_03-04,KLO_04-05,KLO_05-06,KLO_06-07,KLO_07-08,KLO_08-09,KLO_09-10,KLO_10-11,KLO_11-12,KLO_12-13,KLO_13-14,KLO_14-15,KLO_15-16,KLO_16-17,KLO_17-18,KLO_18-19,KLO_19-20,KLO_20-21,KLO_21-22,KLO_22-23,KLO_23-00
1253,st816_Hailuoto,2020/03/17,1,"11 HA-PA",,,,,,4,7,19,13,17,2,8,28,,19,24,12,8,2,9,5,1,2
1253,st816_Hailuoto,2020/03/17,1,"12 KAIP",,,,,,,1,2,2,,,1,,,,1,1,1,,,1,,
1253,st816_Hailuoto,2020/03/17,1,"13 Linja-autot",,,,,,1,,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/17,1,"14 KAPP",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,1,"16 HA + PK",,,,,,,,,,,,1,,,,4,,1,,,,,
1253,st816_Hailuoto,2020/03/17,1,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"11 HA-PA",,,,7,13,15,8,8,4,16,10,9,16,22,2,18,5,3,5,1,1,2,1
1253,st816_Hailuoto,2020/03/17,2,"12 KAIP",,,,,,,,1,2,1,,2,2,,,,,,2,,,,
1253,st816_Hailuoto,2020/03/17,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/17,2,"14 KAPP",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"16 HA + PK",,,,1,,,,,,,1,,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/17,2,"17 HA + AV",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"11 HA-PA",,,,,,5,6,8,4,22,17,16,10,4,17,22,14,5,6,3,4,,1
1253,st816_Hailuoto,2020/03/18,1,"12 KAIP",,,,,,4,1,,,2,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"13 Linja-autot",,,,,,1,1,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"14 KAPP",,,,,,,,,,1,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/18,1,"15 KATP",,,,,,,,,,,,,,2,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"16 HA + PK",,,,,,,,,,3,2,,,,1,,2,,,,,,
1253,st816_Hailuoto,2020/03/18,1,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/18,2,"11 HA-PA",,,,8,17,8,8,9,,12,10,12,15,22,6,21,5,11,7,1,1,2,
1253,st816_Hailuoto,2020/03/18,2,"12 KAIP",,,,,1,,4,2,,,1,2,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/18,2,"13 Linja-autot",,,,,,1,,,,,1,,,,,1,,1,,,,,
1253,st816_Hailuoto,2020/03/18,2,"14 KAPP",,,,,,1,1,,,,1,1,1,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/18,2,"15 KATP",,,,,,,,,,,,,,,,2,,1,,,,,
1253,st816_Hailuoto,2020/03/18,2,"16 HA + PK",,,,,,,,,,,,1,,1,,2,,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"11 HA-PA",3,,,,,4,6,12,7,13,7,9,1,16,20,25,13,8,,4,5,4,2
1253,st816_Hailuoto,2020/03/19,1,"12 KAIP",,,,,,1,1,,1,,,,,,1,,,,,,1,,
1253,st816_Hailuoto,2020/03/19,1,"13 Linja-autot",,,,,,1,,,,,1,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"14 KAPP",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,1,"15 KATP",,,,,,,,,,1,,,,,,,,,,,,,1
1253,st816_Hailuoto,2020/03/19,1,"16 HA + PK",,,,,,,1,,1,,,1,,,1,1,1,1,,,,,
1253,st816_Hailuoto,2020/03/19,1,"17 HA + AV",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"11 HA-PA",,,,5,16,8,14,16,1,15,10,15,7,21,3,18,5,4,6,2,,3,
1253,st816_Hailuoto,2020/03/19,2,"12 KAIP",,,,,,1,,1,,2,,1,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"13 Linja-autot",,,,,,1,,,,,,,1,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/19,2,"14 KAPP",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"15 KATP",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"16 HA + PK",,,,1,,,,,,3,1,,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/19,2,"17 HA + AV",,,,,,,1,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"11 HA-PA",,,,,,6,5,9,6,14,16,10,1,25,26,23,15,22,,9,8,2,5
1253,st816_Hailuoto,2020/03/20,1,"12 KAIP",,,,,,1,,,,2,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"13 Linja-autot",,,,,,1,,1,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/20,1,"15 KATP",,,,,,2,,,2,,,,,,,,,,,1,,,
1253,st816_Hailuoto,2020/03/20,1,"16 HA + PK",,,,,,,,,,1,1,2,,1,5,1,3,2,,1,,,
1253,st816_Hailuoto,2020/03/20,1,"17 HA + AV",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,2,"11 HA-PA",,,,5,11,7,9,9,1,5,14,14,22,21,9,14,10,5,4,5,2,,
1253,st816_Hailuoto,2020/03/20,2,"12 KAIP",,,,1,,,,1,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/20,2,"14 KAPP",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/20,2,"15 KATP",,,,1,,,,1,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/20,2,"16 HA + PK",,,,2,,,,2,,2,2,1,,2,,1,1,,,,,,
1253,st816_Hailuoto,2020/03/20,2,"17 HA + AV",,,,,1,,,,,,,1,,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/21,1,"11 HA-PA",1,,,,,,7,4,11,16,26,66,2,42,25,24,15,6,,5,3,,2
1253,st816_Hailuoto,2020/03/21,1,"12 KAIP",,,,,,,,,1,,,,,,1,,,2,,,,,
1253,st816_Hailuoto,2020/03/21,1,"13 Linja-autot",,,,,,,,,1,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/21,1,"15 KATP",,,,,,,1,1,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/21,1,"16 HA + PK",,,,,,,1,1,1,3,2,1,1,,1,1,1,,,,,,
1253,st816_Hailuoto,2020/03/21,1,"17 HA + AV",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/21,2,"11 HA-PA",2,,,,2,1,5,6,2,12,7,8,25,28,13,52,17,22,16,4,2,3,2
1253,st816_Hailuoto,2020/03/21,2,"12 KAIP",,,,,,,,,,2,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/21,2,"13 Linja-autot",,,,,,,,,,1,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/21,2,"15 KATP",,,,,1,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/21,2,"16 HA + PK",,,,,,,,1,,,,,1,,2,4,2,1,,2,,,
1253,st816_Hailuoto,2020/03/21,2,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/22,1,"11 HA-PA",2,,,,,,4,2,1,9,21,24,,10,14,12,5,5,,8,4,,2
1253,st816_Hailuoto,2020/03/22,1,"12 KAIP",,,,,,,,,,,,,,,,,,1,,,1,,
1253,st816_Hailuoto,2020/03/22,1,"13 Linja-autot",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/22,1,"15 KATP",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/22,1,"16 HA + PK",,,,,,,,,,1,2,3,,3,2,,1,,,,,,
1253,st816_Hailuoto,2020/03/22,1,"17 HA + AV",,,,,,,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/22,2,"11 HA-PA",,,,,4,1,4,3,1,16,6,18,35,22,17,34,32,24,13,5,,,
1253,st816_Hailuoto,2020/03/22,2,"12 KAIP",,,,,,,,,,,,,,,1,,2,,,,,,
1253,st816_Hailuoto,2020/03/22,2,"13 Linja-autot",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/22,2,"14 KAPP",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/22,2,"15 KATP",,,,,,,,,,,,,,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/22,2,"16 HA + PK",,,,,,,1,1,,3,,,2,,,5,5,1,1,,,,
1253,st816_Hailuoto,2020/03/23,1,"11 HA-PA",,,,,,3,9,10,8,7,8,11,1,21,18,28,14,8,7,,1,,3
1253,st816_Hailuoto,2020/03/23,1,"12 KAIP",,,,,,4,1,,1,1,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/23,1,"13 Linja-autot",,,,,,1,,,,,,,,1,,,1,1,,,,,
1253,st816_Hailuoto,2020/03/23,1,"14 KAPP",,,,,,1,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/23,1,"15 KATP",,,,,,2,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/23,1,"16 HA + PK",,,,,,,1,,1,1,,,,1,,1,,1,,1,,,
1253,st816_Hailuoto,2020/03/23,1,"17 HA + AV",,,,,,,1,2,,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/23,2,"11 HA-PA",,,,7,20,12,10,11,3,14,15,19,13,28,2,31,8,15,2,5,1,1,
1253,st816_Hailuoto,2020/03/23,2,"12 KAIP",,,,,,,,1,,5,1,,,,,,,1,1,,,,
1253,st816_Hailuoto,2020/03/23,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/23,2,"14 KAPP",,,,,,1,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/23,2,"15 KATP",,,,,,,1,,,,,,,,,1,,,,,1,,
1253,st816_Hailuoto,2020/03/23,2,"16 HA + PK",,,,1,1,,,,,1,,,,1,2,1,1,,,,,,
1253,st816_Hailuoto,2020/03/23,2,"17 HA + AV",,,,,,,,,,,,,,,,,,,2,,,,
1253,st816_Hailuoto,2020/03/24,1,"11 HA-PA",1,,,,,9,12,14,6,8,11,17,15,,18,18,11,15,,6,2,1,3
1253,st816_Hailuoto,2020/03/24,1,"12 KAIP",,,,,,1,1,,,1,,,,,,1,1,,,,,,
1253,st816_Hailuoto,2020/03/24,1,"13 Linja-autot",,,,,,,,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/24,1,"15 KATP",,,,,,2,,,,,,,,,1,,,,,1,,,
1253,st816_Hailuoto,2020/03/24,1,"16 HA + PK",,,,,,,1,,,,,,,,,2,1,,,1,,,
1253,st816_Hailuoto,2020/03/24,1,"17 HA + AV",,,,,,,,,,,,2,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/24,2,"11 HA-PA",,,,5,19,10,10,15,1,15,15,19,27,19,13,17,8,11,11,5,3,3,
1253,st816_Hailuoto,2020/03/24,2,"12 KAIP",,,,1,,,,1,,,,,,,,,,3,,,,,
1253,st816_Hailuoto,2020/03/24,2,"13 Linja-autot",,,,,,1,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/24,2,"14 KAPP",,,,,,1,,,,,,2,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/24,2,"15 KATP",,,,,,,1,,,,,1,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/24,2,"16 HA + PK",,,,1,,,,,,2,1,,1,,1,,1,1,,,,,
1253,st816_Hailuoto,2020/03/24,2,"17 HA + AV",,,,,,,,,,,,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/25,1,"11 HA-PA",1,,,,,9,4,18,7,13,7,10,,15,22,23,15,9,2,6,4,4,5
1253,st816_Hailuoto,2020/03/25,1,"12 KAIP",1,,,,,7,,1,1,2,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/25,1,"13 Linja-autot",,,,,,1,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/25,1,"14 KAPP",,,,,,,,,,1,,1,,,,,2,,,,,,
1253,st816_Hailuoto,2020/03/25,1,"15 KATP",,,,,,1,,,,1,,1,,,,,,2,,,,,
1253,st816_Hailuoto,2020/03/25,1,"16 HA + PK",,,,,,,,,,3,2,,,,,1,,1,,1,,,
1253,st816_Hailuoto,2020/03/25,2,"11 HA-PA",,,,7,22,11,10,11,5,17,15,16,33,9,5,22,9,5,5,4,2,,1
1253,st816_Hailuoto,2020/03/25,2,"12 KAIP",,,,1,1,,4,2,,1,1,2,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/25,2,"13 Linja-autot",,,,,,1,,,,,1,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/25,2,"14 KAPP",,,,,,1,,,,,,2,1,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/25,2,"15 KATP",,,,,,,1,,,,,1,1,,,,,1,3,,,,
1253,st816_Hailuoto,2020/03/25,2,"16 HA + PK",,,,,,,,,,1,,2,1,,,,,,,,,,
1253,st816_Hailuoto,2020/03/25,2,"17 HA + AV",,,,,,1,,,,,1,,1,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/26,1,"11 HA-PA",2,,,,,8,6,16,5,22,9,15,7,,11,30,16,16,11,3,2,5,2
1253,st816_Hailuoto,2020/03/26,1,"12 KAIP",,,,,,,1,,,2,1,,,1,1,,1,1,,,,,
1253,st816_Hailuoto,2020/03/26,1,"13 Linja-autot",,,,,,2,,,,,,,,,,1,1,,1,,,,
1253,st816_Hailuoto,2020/03/26,1,"14 KAPP",,,,,,,,,,2,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/26,1,"15 KATP",,,,,,1,,1,,,1,,,,1,,,2,,1,,,
1253,st816_Hailuoto,2020/03/26,1,"16 HA + PK",,,,,,1,,,1,,,2,,,2,,2,1,1,2,,,
1253,st816_Hailuoto,2020/03/26,1,"17 HA + AV",,,,,,1,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/26,2,"11 HA-PA",,,,8,22,18,5,7,2,7,7,19,22,30,9,27,8,8,9,7,2,5,
1253,st816_Hailuoto,2020/03/26,2,"12 KAIP",,,,,,,2,,,,1,1,,1,,,3,2,,,,,
1253,st816_Hailuoto,2020/03/26,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/26,2,"14 KAPP",,,,,,1,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/26,2,"15 KATP",,,,,,2,,1,,,1,1,,,,,,,3,1,,,
1253,st816_Hailuoto,2020/03/26,2,"16 HA + PK",,,,,1,1,2,1,1,,,1,1,1,1,2,,,,,,,
1253,st816_Hailuoto,2020/03/27,1,"11 HA-PA",,,,,,5,4,8,6,16,14,20,3,18,24,31,30,11,15,5,4,,2
1253,st816_Hailuoto,2020/03/27,1,"12 KAIP",,,,,,1,1,,1,2,,2,,,,,,3,,,,,
1253,st816_Hailuoto,2020/03/27,1,"13 Linja-autot",,,,,,2,,,,1,,,,,,,2,,,,,,
1253,st816_Hailuoto,2020/03/27,1,"15 KATP",,,,,,3,1,,,,2,1,,,,1,,1,,,,,
1253,st816_Hailuoto,2020/03/27,1,"16 HA + PK",,,,,,,,,,1,2,,1,1,2,,1,,1,,1,,
1253,st816_Hailuoto,2020/03/27,1,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/27,2,"11 HA-PA",,,,4,17,18,3,14,1,13,19,20,23,26,8,16,12,7,10,3,,5,1
1253,st816_Hailuoto,2020/03/27,2,"12 KAIP",,,,,1,,1,1,1,,1,1,2,,,,1,1,,,,,
1253,st816_Hailuoto,2020/03/27,2,"13 Linja-autot",,,,,,,,,,,,1,,,,,1,1,,,,,
1253,st816_Hailuoto,2020/03/27,2,"14 KAPP",,,,,,2,,,,,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/27,2,"15 KATP",,,,,,1,3,,,1,,1,2,1,,,,1,2,,,,
1253,st816_Hailuoto,2020/03/27,2,"16 HA + PK",,,,1,1,,,,,,1,,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/28,1,"11 HA-PA",3,,,,,4,6,5,10,23,20,17,,27,22,22,10,6,2,,2,,2
1253,st816_Hailuoto,2020/03/28,1,"12 KAIP",,,,,,,,,,,1,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/28,1,"13 Linja-autot",,,,,,,,,1,,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/28,1,"14 KAPP",,,,,,,,,,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/28,1,"16 HA + PK",,,,,,,,2,3,1,1,1,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/28,1,"17 HA + AV",,,,,,,,,,,,1,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"11 HA-PA",,,,,5,3,4,9,1,15,15,7,27,33,12,22,21,12,17,8,1,1,
1253,st816_Hailuoto,2020/03/28,2,"12 KAIP",,,,,,,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"13 Linja-autot",,,,,,,,,,1,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"14 KAPP",,,,,,,,,,,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"15 KATP",,,,,1,,,,,1,,,,,,,,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"16 HA + PK",,,,,,,,,,1,1,,4,2,2,1,1,,,,,,
1253,st816_Hailuoto,2020/03/28,2,"17 HA + AV",,,,,,,,,,,,,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/29,1,"11 HA-PA",2,1,,,,,7,1,3,9,10,9,,20,17,12,6,9,6,2,3,3,3
1253,st816_Hailuoto,2020/03/29,1,"12 KAIP",,,,,,,,,1,,,,,,,,,,1,1,,,
1253,st816_Hailuoto,2020/03/29,1,"13 Linja-autot",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/29,1,"15 KATP",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/29,1,"16 HA + PK",,,,,,,,,1,2,,,,1,3,,,,,,,1,
1253,st816_Hailuoto,2020/03/29,2,"11 HA-PA",1,,,,2,,1,4,3,8,12,20,33,27,10,23,42,28,14,12,6,2,2
1253,st816_Hailuoto,2020/03/29,2,"12 KAIP",,,,,,,,,,2,,,,,,,,,,,,,1
1253,st816_Hailuoto,2020/03/29,2,"13 Linja-autot",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/29,2,"14 KAPP",,,,,,,,,,,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/29,2,"15 KATP",,,,,,,,,,,,,,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/29,2,"16 HA + PK",,,,,,,,,,,,,2,,2,1,1,2,,1,,,1
1253,st816_Hailuoto,2020/03/30,1,"11 HA-PA",,,,,3,3,15,7,,8,12,18,16,13,4,20,11,5,6,,2,,2
1253,st816_Hailuoto,2020/03/30,1,"12 KAIP",,,,,1,,1,,,,,2,,,,1,2,,,,,,
1253,st816_Hailuoto,2020/03/30,1,"13 Linja-autot",,,,,2,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/30,1,"15 KATP",,,,,,,,,,1,,,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/30,1,"16 HA + PK",,,,,,,,1,,,1,,1,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/30,1,"17 HA + AV",,,,,,,,,,1,,1,,,,1,,,,,,,
1253,st816_Hailuoto,2020/03/30,2,"11 HA-PA",,,,7,21,14,8,10,,15,10,21,15,21,7,20,10,13,5,3,2,3,
1253,st816_Hailuoto,2020/03/30,2,"12 KAIP",,,,,1,1,3,1,,2,,,2,,,,,,,,,,
1253,st816_Hailuoto,2020/03/30,2,"13 Linja-autot",,,,,,1,,,,,1,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/30,2,"15 KATP",,,,,,,,,,,,,,,,,,,1,,,,
1253,st816_Hailuoto,2020/03/30,2,"16 HA + PK",,,,1,,,,1,,1,,,1,1,,1,,,,,,,
1253,st816_Hailuoto,2020/03/30,2,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/31,1,"11 HA-PA",,1,,,5,5,11,4,,8,12,15,1,13,14,17,15,5,3,9,2,1,
1253,st816_Hailuoto,2020/03/31,1,"12 KAIP",,,,,,,,4,,3,,1,,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/31,1,"13 Linja-autot",,,,,1,,1,,,1,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/31,1,"14 KAPP",,,,,,,,,,1,,,,2,,,1,,,,,,
1253,st816_Hailuoto,2020/03/31,1,"16 HA + PK",,,,,1,,,,,,,,1,1,,,,,,,,,
1253,st816_Hailuoto,2020/03/31,1,"17 HA + AV",,,,,,,,,,,,,,,,,1,,,,,,
1253,st816_Hailuoto,2020/03/31,2,"11 HA-PA",,,,9,15,14,10,21,,17,14,24,11,18,12,19,3,10,5,6,3,2,2
1253,st816_Hailuoto,2020/03/31,2,"12 KAIP",,,,1,,,2,4,,2,1,,,2,,,1,,,,,,
1253,st816_Hailuoto,2020/03/31,2,"13 Linja-autot",,,,,,1,,,,,,1,,,,,,1,,,,,
1253,st816_Hailuoto,2020/03/31,2,"14 KAPP",,,,,,1,,,,,,1,,,1,,,1,,,,,
1253,st816_Hailuoto,2020/03/31,2,"15 KATP",,,,,,,,,,,,,,,1,,,,,,,,
1253,st816_Hailuoto,2020/03/31,2,"16 HA + PK",,,,,,,,,,3,1,,,,,1,,,,,,,
